Date,Band,Notable Support,Venue,Price,Comments,Went With,Festival?,Festival Lineups,Photos,Journal Key,OfficialVenue,Year,Month,Day
20/02/2026,New Found Glory,,Grimey's,,Historical Artist Entry,The Fans,N,,,20/02/2026Grimey's,Grimey's,2026,02,20
20/02/2026,New Found Glory,,The End,,Historical Artist Entry,The Fans,N,,,20/02/2026The End,The End,2026,02,20
09/12/2025,New Found Glory,,The Station SC,,Historical Artist Entry,The Fans,N,,,09/12/2025The Station SC,The Station SC,2025,12,09
07/12/2025,New Found Glory,,Brisbane Showgrounds,,Historical Artist Entry,The Fans,N,,,07/12/2025Brisbane Showgrounds,Brisbane Showgrounds,2025,12,07
07/12/2025,New Found Glory,,Brisbane Showgrounds,,Historical Artist Entry,The Fans,N,,,07/12/2025Brisbane Showgrounds,Brisbane Showgrounds,2025,12,07
06/12/2025,New Found Glory,,ENGIE Stadium,,Historical Artist Entry,The Fans,N,,,06/12/2025ENGIE Stadium,ENGIE Stadium,2025,12,06
05/12/2025,New Found Glory,,Flemington Racecourse,,Historical Artist Entry,The Fans,N,,,05/12/2025Flemington Racecourse,Flemington Racecourse,2025,12,05
04/12/2025,New Found Glory,,Pier Bandroom,,Historical Artist Entry,The Fans,N,,,04/12/2025Pier Bandroom,Pier Bandroom,2025,12,04
03/12/2025,New Found Glory,,The Governor Hindmarsh Hotel,,Historical Artist Entry,The Fans,N,,,03/12/2025The Governor Hindmarsh Hotel,The Governor Hindmarsh Hotel,2025,12,03
18/10/2025,New Found Glory,,O2 Academy Brixton,,Historical Artist Entry,The Fans,N,,,18/10/2025O2 Academy Brixton,O2 Academy Brixton,2025,10,18
17/10/2025,New Found Glory,,O2 Academy Bournemouth,,Historical Artist Entry,The Fans,N,,,17/10/2025O2 Academy Bournemouth,O2 Academy Bournemouth,2025,10,17
15/10/2025,New Found Glory,,Rock City,,Historical Artist Entry,The Fans,N,,,15/10/2025Rock City,Rock City,2025,10,15
14/10/2025,New Found Glory,,O2 Academy Glasgow,,Historical Artist Entry,The Fans,N,,,14/10/2025O2 Academy Glasgow,O2 Academy Glasgow,2025,10,14
12/10/2025,New Found Glory,,O2 City Hall Newcastle,,Historical Artist Entry,The Fans,N,,,12/10/2025O2 City Hall Newcastle,O2 City Hall Newcastle,2025,10,12
11/10/2025,New Found Glory,,O2 Victoria Warehouse,,Historical Artist Entry,The Fans,N,,,11/10/2025O2 Victoria Warehouse,O2 Victoria Warehouse,2025,10,11
10/10/2025,New Found Glory,,O2 Academy,,Historical Artist Entry,The Fans,N,,,10/10/2025O2 Academy,O2 Academy,2025,10,10
06/10/2025,New Found Glory,,America Gardens Theatre,,Historical Artist Entry,The Fans,N,,,06/10/2025America Gardens Theatre,America Gardens Theatre,2025,10,06
06/10/2025,New Found Glory,,America Gardens Theatre,,Historical Artist Entry,The Fans,N,,,06/10/2025America Gardens Theatre,America Gardens Theatre,2025,10,06
06/10/2025,New Found Glory,,America Gardens Theatre,,Historical Artist Entry,The Fans,N,,,06/10/2025America Gardens Theatre,America Gardens Theatre,2025,10,06
05/10/2025,New Found Glory,,America Gardens Theatre,,Historical Artist Entry,The Fans,N,,,05/10/2025America Gardens Theatre,America Gardens Theatre,2025,10,05
05/10/2025,New Found Glory,,America Gardens Theatre,,Historical Artist Entry,The Fans,N,,,05/10/2025America Gardens Theatre,America Gardens Theatre,2025,10,05
05/10/2025,New Found Glory,,America Gardens Theatre,,Historical Artist Entry,The Fans,N,,,05/10/2025America Gardens Theatre,America Gardens Theatre,2025,10,05
07/09/2025,New Found Glory,,Ball Arena,,Historical Artist Entry,The Fans,N,,,07/09/2025Ball Arena,Ball Arena,2025,09,07
06/09/2025,New Found Glory,,Utah First Credit Union Amphitheatre,,Historical Artist Entry,The Fans,N,,,06/09/2025Utah First Credit Union Amphitheatre,Utah First Credit Union Amphitheatre,2025,09,06
04/09/2025,New Found Glory,,Cascades Amphitheater,,Historical Artist Entry,The Fans,N,,,04/09/2025Cascades Amphitheater,Cascades Amphitheater,2025,09,04
03/09/2025,New Found Glory,,White River Amphitheatre,,Historical Artist Entry,The Fans,N,,,03/09/2025White River Amphitheatre,White River Amphitheatre,2025,09,03
31/08/2025,New Found Glory,,Toyota Amphitheatre,,Historical Artist Entry,The Fans,N,,,31/08/2025Toyota Amphitheatre,Toyota Amphitheatre,2025,08,31
30/08/2025,New Found Glory,,Shoreline Amphitheatre,,Historical Artist Entry,The Fans,N,,,30/08/2025Shoreline Amphitheatre,Shoreline Amphitheatre,2025,08,30
29/08/2025,New Found Glory,,Kia Forum,,Historical Artist Entry,The Fans,N,,,29/08/2025Kia Forum,Kia Forum,2025,08,29
29/08/2025,New Found Glory,,Kia Forum,,Historical Artist Entry,The Fans,N,,,29/08/2025Kia Forum,Kia Forum,2025,08,29
27/08/2025,New Found Glory,,Talking Stick Resort Amphitheatre,,Historical Artist Entry,The Fans,N,,,27/08/2025Talking Stick Resort Amphitheatre,Talking Stick Resort Amphitheatre,2025,08,27
26/08/2025,New Found Glory,,Isleta Amphitheater,,Historical Artist Entry,The Fans,N,,,26/08/2025Isleta Amphitheater,Isleta Amphitheater,2025,08,26
24/08/2025,New Found Glory,,Germania Insurance Amphitheater,,Historical Artist Entry,The Fans,N,,,24/08/2025Germania Insurance Amphitheater,Germania Insurance Amphitheater,2025,08,24
23/08/2025,New Found Glory,,Cynthia Woods Mitchell Pavilion,,Historical Artist Entry,The Fans,N,,,23/08/2025Cynthia Woods Mitchell Pavilion,Cynthia Woods Mitchell Pavilion,2025,08,23
22/08/2025,New Found Glory,,Dos Equis Pavilion,,Historical Artist Entry,The Fans,N,,,22/08/2025Dos Equis Pavilion,Dos Equis Pavilion,2025,08,22
20/08/2025,New Found Glory,,Thunder Ridge Nature Arena,,Historical Artist Entry,The Fans,N,,,20/08/2025Thunder Ridge Nature Arena,Thunder Ridge Nature Arena,2025,08,20
18/08/2025,New Found Glory,,Ozark Music Hall,,Historical Artist Entry,The Fans,N,,,18/08/2025Ozark Music Hall,Ozark Music Hall,2025,08,18
17/08/2025,New Found Glory,,Hollywood Casino Amphitheatre,,Historical Artist Entry,The Fans,N,,,17/08/2025Hollywood Casino Amphitheatre,Hollywood Casino Amphitheatre,2025,08,17
16/08/2025,New Found Glory,,Credit Union 1 Amphitheatre,,Historical Artist Entry,The Fans,N,,,16/08/2025Credit Union 1 Amphitheatre,Credit Union 1 Amphitheatre,2025,08,16
15/08/2025,New Found Glory,,Target Center,,Historical Artist Entry,The Fans,N,,,15/08/2025Target Center,Target Center,2025,08,15
13/08/2025,New Found Glory,,Blossom Music Center,,Historical Artist Entry,The Fans,N,,,13/08/2025Blossom Music Center,Blossom Music Center,2025,08,13
03/08/2025,New Found Glory,,Northwell at Jones Beach Theater,,Historical Artist Entry,The Fans,N,,,03/08/2025Northwell at Jones Beach Theater,Northwell at Jones Beach Theater,2025,08,03
03/08/2025,New Found Glory,,Northwell at Jones Beach Theater,,Historical Artist Entry,The Fans,N,,,03/08/2025Northwell at Jones Beach Theater,Northwell at Jones Beach Theater,2025,08,03
02/08/2025,New Found Glory,,PNC Bank Arts Center,,Historical Artist Entry,The Fans,N,,,02/08/2025PNC Bank Arts Center,PNC Bank Arts Center,2025,08,02
01/08/2025,New Found Glory,,Bethel Woods Center for the Arts,,Historical Artist Entry,The Fans,N,,,01/08/2025Bethel Woods Center for the Arts,Bethel Woods Center for the Arts,2025,08,01
30/07/2025,New Found Glory,,Xfinity Center,,Historical Artist Entry,The Fans,N,,,30/07/2025Xfinity Center,Xfinity Center,2025,07,30
29/07/2025,New Found Glory,,Freedom Mortgage Pavilion,,Historical Artist Entry,The Fans,N,,,29/07/2025Freedom Mortgage Pavilion,Freedom Mortgage Pavilion,2025,07,29
26/07/2025,New Found Glory,,Ruoff Music Center,,Historical Artist Entry,The Fans,N,,,26/07/2025Ruoff Music Center,Ruoff Music Center,2025,07,26
25/07/2025,New Found Glory,,Riverbend Music Center,,Historical Artist Entry,The Fans,N,,,25/07/2025Riverbend Music Center,Riverbend Music Center,2025,07,25
23/07/2025,New Found Glory,,Budweiser Stage,,Historical Artist Entry,The Fans,N,,,23/07/2025Budweiser Stage,Budweiser Stage,2025,07,23
22/07/2025,New Found Glory,,Empower Federal Credit Union Amphitheater at Lakeview,,Historical Artist Entry,The Fans,N,,,22/07/2025Empower Federal Credit Union Amphitheater at Lakeview,Empower Federal Credit Union Amphitheater at Lakeview,2025,07,22
20/07/2025,New Found Glory,,The Pavilion at Montage Mountain,,Historical Artist Entry,The Fans,N,,,20/07/2025The Pavilion at Montage Mountain,The Pavilion at Montage Mountain,2025,07,20
19/07/2025,New Found Glory,,Jiffy Lube Live,,Historical Artist Entry,The Fans,N,,,19/07/2025Jiffy Lube Live,Jiffy Lube Live,2025,07,19
18/07/2025,New Found Glory,,Veterans United Home Loans Amphitheater at Virginia Beach,,Historical Artist Entry,The Fans,N,,,18/07/2025Veterans United Home Loans Amphitheater at Virginia Beach,Veterans United Home Loans Amphitheater at Virginia Beach,2025,07,18
16/07/2025,New Found Glory,,Coastal Credit Union Music Park at Walnut Creek,,Historical Artist Entry,The Fans,N,,,16/07/2025Coastal Credit Union Music Park at Walnut Creek,Coastal Credit Union Music Park at Walnut Creek,2025,07,16
15/07/2025,New Found Glory,,Ameris Bank Amphitheatre,,Historical Artist Entry,The Fans,N,,,15/07/2025Ameris Bank Amphitheatre,Ameris Bank Amphitheatre,2025,07,15
14/07/2025,New Found Glory,,Brooklyn Bowl Nashville,,Historical Artist Entry,The Fans,N,,,14/07/2025Brooklyn Bowl Nashville,Brooklyn Bowl Nashville,2025,07,14
12/07/2025,New Found Glory,,MidFlorida Credit Union Amphitheatre,,Historical Artist Entry,The Fans,N,,,12/07/2025MidFlorida Credit Union Amphitheatre,MidFlorida Credit Union Amphitheatre,2025,07,12
11/07/2025,New Found Glory,,iTHINK Financial Amphitheatre,,Historical Artist Entry,The Fans,N,,,11/07/2025iTHINK Financial Amphitheatre,iTHINK Financial Amphitheatre,2025,07,11
20/06/2025,New Found Glory,,Legends Field,,Historical Artist Entry,The Fans,N,,,20/06/2025Legends Field,Legends Field,2025,06,20
02/06/2025,New Found Glory,,Carroponte,,Historical Artist Entry,The Fans,N,,,02/06/2025Carroponte,Carroponte,2025,06,02
01/06/2025,New Found Glory,,Komplex 457,,Historical Artist Entry,The Fans,N,,,01/06/2025Komplex 457,Komplex 457,2025,06,01
31/05/2025,New Found Glory,,"L'Amphithéâtre, Centre de Congrès",,Historical Artist Entry,The Fans,N,,,"31/05/2025L'Amphithéâtre, Centre de Congrès","L'Amphithéâtre, Centre de Congrès",2025,05,31
29/05/2025,New Found Glory,,Live Music Hall,,Historical Artist Entry,The Fans,N,,,29/05/2025Live Music Hall,Live Music Hall,2025,05,29
28/05/2025,New Found Glory,,Uebel & Gefährlich,,Historical Artist Entry,The Fans,N,,,28/05/2025Uebel & Gefährlich,Uebel & Gefährlich,2025,05,28
26/05/2025,New Found Glory,,Chalk,,Historical Artist Entry,The Fans,N,,,26/05/2025Chalk,Chalk,2025,05,26
25/05/2025,New Found Glory,,Temple Newsam,,Historical Artist Entry,The Fans,N,,,25/05/2025Temple Newsam,Temple Newsam,2025,05,25
24/05/2025,New Found Glory,,Hatfield Park,,Historical Artist Entry,The Fans,N,,,24/05/2025Hatfield Park,Hatfield Park,2025,05,24
16/05/2025,New Found Glory,,Daytona International Speedway,,Historical Artist Entry,The Fans,N,,,16/05/2025Daytona International Speedway,Daytona International Speedway,2025,05,16
03/12/2024,New Found Glory,,Wasted Grain,,Historical Artist Entry,The Fans,N,,,03/12/2024Wasted Grain,Wasted Grain,2024,12,03
23/10/2024,New Found Glory,,Mission Ballroom,,Historical Artist Entry,The Fans,N,,,23/10/2024Mission Ballroom,Mission Ballroom,2024,10,23
22/10/2024,New Found Glory,,The Depot,,Historical Artist Entry,The Fans,N,,,22/10/2024The Depot,The Depot,2024,10,22
20/10/2024,New Found Glory,,Las Vegas Festival Grounds,,Historical Artist Entry,The Fans,N,,,20/10/2024Las Vegas Festival Grounds,Las Vegas Festival Grounds,2024,10,20
19/10/2024,New Found Glory,,Las Vegas Festival Grounds,,Historical Artist Entry,The Fans,N,,,19/10/2024Las Vegas Festival Grounds,Las Vegas Festival Grounds,2024,10,19
18/10/2024,New Found Glory,,Masonic Auditorium,,Historical Artist Entry,The Fans,N,,,18/10/2024Masonic Auditorium,Masonic Auditorium,2024,10,18
17/10/2024,New Found Glory,,House of Blues,,Historical Artist Entry,The Fans,N,,,17/10/2024House of Blues,House of Blues,2024,10,17
17/10/2024,New Found Glory,,House of Blues,,Historical Artist Entry,The Fans,N,,,17/10/2024House of Blues,House of Blues,2024,10,17
16/10/2024,New Found Glory,,Wiltern Theatre,,Historical Artist Entry,The Fans,N,,,16/10/2024Wiltern Theatre,Wiltern Theatre,2024,10,16
15/10/2024,New Found Glory,,The Observatory North Park,,Historical Artist Entry,The Fans,N,,,15/10/2024The Observatory North Park,The Observatory North Park,2024,10,15
13/10/2024,New Found Glory,,Marquee Theatre,,Historical Artist Entry,The Fans,N,,,13/10/2024Marquee Theatre,Marquee Theatre,2024,10,13
11/10/2024,New Found Glory,,House of Blues,,Historical Artist Entry,The Fans,N,,,11/10/2024House of Blues,House of Blues,2024,10,11
20/09/2024,New Found Glory,,Douglass Park,,Historical Artist Entry,The Fans,N,,,20/09/2024Douglass Park,Douglass Park,2024,09,20
19/09/2024,New Found Glory,,The Salt Shed,,Historical Artist Entry,The Fans,N,,,19/09/2024The Salt Shed,The Salt Shed,2024,09,19
19/09/2024,New Found Glory,,The Lounge,,Historical Artist Entry,The Fans,N,,,19/09/2024The Lounge,The Lounge,2024,09,19
01/09/2024,New Found Glory,,Marathon Music Works,,Historical Artist Entry,The Fans,N,,,01/09/2024Marathon Music Works,Marathon Music Works,2024,09,01
30/08/2024,New Found Glory,,The Pageant,,Historical Artist Entry,The Fans,N,,,30/08/2024The Pageant,The Pageant,2024,08,30
29/08/2024,New Found Glory,,Agora,,Historical Artist Entry,The Fans,N,,,29/08/2024Agora,Agora,2024,08,29
28/08/2024,New Found Glory,,KEMBA Live!,,Historical Artist Entry,The Fans,N,,,28/08/2024KEMBA Live!,KEMBA Live!,2024,08,28
27/08/2024,New Found Glory,,The Fillmore Detroit,,Historical Artist Entry,The Fans,N,,,27/08/2024The Fillmore Detroit,The Fillmore Detroit,2024,08,27
25/08/2024,New Found Glory,,Buffalo RiverWorks,,Historical Artist Entry,The Fans,N,,,25/08/2024Buffalo RiverWorks,Buffalo RiverWorks,2024,08,25
24/08/2024,New Found Glory,,Summer Stage,,Historical Artist Entry,The Fans,N,,,24/08/2024Summer Stage,Summer Stage,2024,08,24
24/08/2024,New Found Glory,,Summer Stage,,Historical Artist Entry,The Fans,N,,,24/08/2024Summer Stage,Summer Stage,2024,08,24
23/08/2024,New Found Glory,,Roadrunner,,Historical Artist Entry,The Fans,N,,,23/08/2024Roadrunner,Roadrunner,2024,08,23
23/08/2024,New Found Glory,,Roadrunner,,Historical Artist Entry,The Fans,N,,,23/08/2024Roadrunner,Roadrunner,2024,08,23
22/08/2024,New Found Glory,,The Fillmore Philadelphia,,Historical Artist Entry,The Fans,N,,,22/08/2024The Fillmore Philadelphia,The Fillmore Philadelphia,2024,08,22
21/08/2024,New Found Glory,,The Paramount,,Historical Artist Entry,The Fans,N,,,21/08/2024The Paramount,The Paramount,2024,08,21
19/08/2024,New Found Glory,,The Fillmore Silver Spring,,Historical Artist Entry,The Fans,N,,,19/08/2024The Fillmore Silver Spring,The Fillmore Silver Spring,2024,08,19
18/08/2024,New Found Glory,,The Ritz,,Historical Artist Entry,The Fans,N,,,18/08/2024The Ritz,The Ritz,2024,08,18
17/08/2024,New Found Glory,,Heaven,,Historical Artist Entry,The Fans,N,,,17/08/2024Heaven,Heaven,2024,08,17
16/08/2024,New Found Glory,,House of Blues,,Historical Artist Entry,The Fans,N,,,16/08/2024House of Blues,House of Blues,2024,08,16
22/10/2023,New Found Glory,,Las Vegas Festival Grounds,,Historical Artist Entry,The Fans,N,,,22/10/2023Las Vegas Festival Grounds,Las Vegas Festival Grounds,2023,10,22
21/10/2023,New Found Glory,,Las Vegas Festival Grounds,,Historical Artist Entry,The Fans,N,,,21/10/2023Las Vegas Festival Grounds,Las Vegas Festival Grounds,2023,10,21
14/10/2023,New Found Glory,,The Zoo Amphitheatre,,Historical Artist Entry,The Fans,N,,,14/10/2023The Zoo Amphitheatre,The Zoo Amphitheatre,2023,10,14
12/10/2023,New Found Glory,,713 Music Hall,,Historical Artist Entry,The Fans,N,,,12/10/2023713 Music Hall,713 Music Hall,2023,10,12
11/10/2023,New Found Glory,,South Side Ballroom,,Historical Artist Entry,The Fans,N,,,11/10/2023South Side Ballroom,South Side Ballroom,2023,10,11
10/10/2023,New Found Glory,,Walmart AMP,,Historical Artist Entry,The Fans,N,,,10/10/2023Walmart AMP,Walmart AMP,2023,10,10
08/10/2023,New Found Glory,,El Rey Theater,,Historical Artist Entry,The Fans,N,,,08/10/2023El Rey Theater,El Rey Theater,2023,10,08
07/10/2023,New Found Glory,,Talking Stick Resort Amphitheatre,,Historical Artist Entry,The Fans,N,,,07/10/2023Talking Stick Resort Amphitheatre,Talking Stick Resort Amphitheatre,2023,10,07
06/10/2023,New Found Glory,,Gallagher Square,,Historical Artist Entry,The Fans,N,,,06/10/2023Gallagher Square,Gallagher Square,2023,10,06
03/10/2023,New Found Glory,,YouTube Theater,,Historical Artist Entry,The Fans,N,,,03/10/2023YouTube Theater,YouTube Theater,2023,10,03
02/10/2023,New Found Glory,,Mechanics Bank Arena,,Historical Artist Entry,The Fans,N,,,02/10/2023Mechanics Bank Arena,Mechanics Bank Arena,2023,10,02
30/09/2023,New Found Glory,,Toyota Amphitheatre,,Historical Artist Entry,The Fans,N,,,30/09/2023Toyota Amphitheatre,Toyota Amphitheatre,2023,09,30
29/09/2023,New Found Glory,,Shoreline Amphitheatre,,Historical Artist Entry,The Fans,N,,,29/09/2023Shoreline Amphitheatre,Shoreline Amphitheatre,2023,09,29
27/09/2023,New Found Glory,,RV Inn Style Resorts Amphitheater,,Historical Artist Entry,The Fans,N,,,27/09/2023RV Inn Style Resorts Amphitheater,RV Inn Style Resorts Amphitheater,2023,09,27
26/09/2023,New Found Glory,,WaMu Theater,,Historical Artist Entry,The Fans,N,,,26/09/2023WaMu Theater,WaMu Theater,2023,09,26
25/09/2023,New Found Glory,,BECU Live at Northern Quest Resort & Casino,,Historical Artist Entry,The Fans,N,,,25/09/2023BECU Live at Northern Quest Resort & Casino,BECU Live at Northern Quest Resort & Casino,2023,09,25
23/09/2023,New Found Glory,,Saltair,,Historical Artist Entry,The Fans,N,,,23/09/2023Saltair,Saltair,2023,09,23
22/09/2023,New Found Glory,,Fillmore Auditorium,,Historical Artist Entry,The Fans,N,,,22/09/2023Fillmore Auditorium,Fillmore Auditorium,2023,09,22
27/08/2023,New Found Glory,,Minneapolis Armory,,Historical Artist Entry,The Fans,N,,,27/08/2023Minneapolis Armory,Minneapolis Armory,2023,08,27
25/08/2023,New Found Glory,,Nashville Municipal Auditorium,,Historical Artist Entry,The Fans,N,,,25/08/2023Nashville Municipal Auditorium,Nashville Municipal Auditorium,2023,08,25
24/08/2023,New Found Glory,,TCU Amphitheater at White River State Park,,Historical Artist Entry,The Fans,N,,,24/08/2023TCU Amphitheater at White River State Park,TCU Amphitheater at White River State Park,2023,08,24
22/08/2023,New Found Glory,,Michigan Lottery Amphitheatre at Freedom Hill,,Historical Artist Entry,The Fans,N,,,22/08/2023Michigan Lottery Amphitheatre at Freedom Hill,Michigan Lottery Amphitheatre at Freedom Hill,2023,08,22
21/08/2023,New Found Glory,,Darien Lake Performing Arts Center,,Historical Artist Entry,The Fans,N,,,21/08/2023Darien Lake Performing Arts Center,Darien Lake Performing Arts Center,2023,08,21
19/08/2023,New Found Glory,,Hartford HealthCare Amphitheater,,Historical Artist Entry,The Fans,N,,,19/08/2023Hartford HealthCare Amphitheater,Hartford HealthCare Amphitheater,2023,08,19
18/08/2023,New Found Glory,,MGM Music Hall at Fenway,,Historical Artist Entry,The Fans,N,,,18/08/2023MGM Music Hall at Fenway,MGM Music Hall at Fenway,2023,08,18
17/08/2023,New Found Glory,,Skyline Stage at the Mann Center,,Historical Artist Entry,The Fans,N,,,17/08/2023Skyline Stage at the Mann Center,Skyline Stage at the Mann Center,2023,08,17
15/08/2023,New Found Glory,,PNC Bank Arts Center,,Historical Artist Entry,The Fans,N,,,15/08/2023PNC Bank Arts Center,PNC Bank Arts Center,2023,08,15
14/08/2023,New Found Glory,,Red Hat Amphitheater,,Historical Artist Entry,The Fans,N,,,14/08/2023Red Hat Amphitheater,Red Hat Amphitheater,2023,08,14
12/08/2023,New Found Glory,,Ameris Bank Amphitheatre,,Historical Artist Entry,The Fans,N,,,12/08/2023Ameris Bank Amphitheatre,Ameris Bank Amphitheatre,2023,08,12
11/08/2023,New Found Glory,,MidFlorida Credit Union Amphitheatre,,Historical Artist Entry,The Fans,N,,,11/08/2023MidFlorida Credit Union Amphitheatre,MidFlorida Credit Union Amphitheatre,2023,08,11
02/07/2023,New Found Glory,,BMO Stadium,,Historical Artist Entry,The Fans,N,,,02/07/2023BMO Stadium,BMO Stadium,2023,07,02
23/03/2023,New Found Glory,,North Beach Bandshell,,Historical Artist Entry,The Fans,N,,,23/03/2023North Beach Bandshell,North Beach Bandshell,2023,03,23
22/03/2023,New Found Glory,,The Plaza Theatre,,Historical Artist Entry,The Fans,N,,,22/03/2023The Plaza Theatre,The Plaza Theatre,2023,03,22
21/03/2023,New Found Glory,,Center Stage,,Historical Artist Entry,The Fans,N,,,21/03/2023Center Stage,Center Stage,2023,03,21
20/03/2023,New Found Glory,,Haw River Ballroom,,Historical Artist Entry,The Fans,N,,,20/03/2023Haw River Ballroom,Haw River Ballroom,2023,03,20
18/03/2023,New Found Glory,,The Town Hall,,Historical Artist Entry,The Fans,N,,,18/03/2023The Town Hall,The Town Hall,2023,03,18
17/03/2023,New Found Glory,,Hackensack Meridian Health Theatre,,Historical Artist Entry,The Fans,N,,,17/03/2023Hackensack Meridian Health Theatre,Hackensack Meridian Health Theatre,2023,03,17
16/03/2023,New Found Glory,,Somerville Theatre,,Historical Artist Entry,The Fans,N,,,16/03/2023Somerville Theatre,Somerville Theatre,2023,03,16
16/03/2023,New Found Glory,,Bridge Nine Warehouse,,Historical Artist Entry,The Fans,N,,,16/03/2023Bridge Nine Warehouse,Bridge Nine Warehouse,2023,03,16
15/03/2023,New Found Glory,,Sixth & I Historic Synagogue,,Historical Artist Entry,The Fans,N,,,15/03/2023Sixth & I Historic Synagogue,Sixth & I Historic Synagogue,2023,03,15
14/03/2023,New Found Glory,,Keswick Theatre,,Historical Artist Entry,The Fans,N,,,14/03/2023Keswick Theatre,Keswick Theatre,2023,03,14
12/03/2023,New Found Glory,,Flagstar Strand Theatre,,Historical Artist Entry,The Fans,N,,,12/03/2023Flagstar Strand Theatre,Flagstar Strand Theatre,2023,03,12
11/03/2023,New Found Glory,,Thalia Hall,,Historical Artist Entry,The Fans,N,,,11/03/2023Thalia Hall,Thalia Hall,2023,03,11
10/03/2023,New Found Glory,,Franklin Theatre,,Historical Artist Entry,The Fans,N,,,10/03/2023Franklin Theatre,Franklin Theatre,2023,03,10
11/02/2023,New Found Glory,,Oriental Theater,,Historical Artist Entry,The Fans,N,,,11/02/2023Oriental Theater,Oriental Theater,2023,02,11
10/02/2023,New Found Glory,,The Depot,,Historical Artist Entry,The Fans,N,,,10/02/2023The Depot,The Depot,2023,02,10
08/02/2023,New Found Glory,,Aladdin Theater,,Historical Artist Entry,The Fans,N,,,08/02/2023Aladdin Theater,Aladdin Theater,2023,02,08
07/02/2023,New Found Glory,,Neptune Theatre,,Historical Artist Entry,The Fans,N,,,07/02/2023Neptune Theatre,Neptune Theatre,2023,02,07
05/02/2023,New Found Glory,,August Hall,,Historical Artist Entry,The Fans,N,,,05/02/2023August Hall,August Hall,2023,02,05
04/02/2023,New Found Glory,,Programme Skate & Sound,,Historical Artist Entry,The Fans,N,,,04/02/2023Programme Skate & Sound,Programme Skate & Sound,2023,02,04
04/02/2023,New Found Glory,,Garden Amphitheatre,,Historical Artist Entry,The Fans,N,,,04/02/2023Garden Amphitheatre,Garden Amphitheatre,2023,02,04
03/02/2023,New Found Glory,,Garden Amphitheatre,,Historical Artist Entry,The Fans,N,,,03/02/2023Garden Amphitheatre,Garden Amphitheatre,2023,02,03
02/02/2023,New Found Glory,,Celebrity Theatre,,Historical Artist Entry,The Fans,N,,,02/02/2023Celebrity Theatre,Celebrity Theatre,2023,02,02
31/01/2023,New Found Glory,,The Aztec Theatre,,Historical Artist Entry,The Fans,N,,,31/01/2023The Aztec Theatre,The Aztec Theatre,2023,01,31
29/01/2023,New Found Glory,,Slowdown,,Historical Artist Entry,The Fans,N,,,29/01/2023Slowdown,Slowdown,2023,01,29
28/01/2023,New Found Glory,,Delmar Hall,,Historical Artist Entry,The Fans,N,,,28/01/2023Delmar Hall,Delmar Hall,2023,01,28
11/11/2022,New Found Glory,,Norwegian Jewel,,Historical Artist Entry,The Fans,N,,,11/11/2022Norwegian Jewel,Norwegian Jewel,2022,11,11
10/11/2022,New Found Glory,,Norwegian Jewel,,Historical Artist Entry,The Fans,N,,,10/11/2022Norwegian Jewel,Norwegian Jewel,2022,11,10
08/11/2022,New Found Glory,,Norwegian Jewel,,Historical Artist Entry,The Fans,N,,,08/11/2022Norwegian Jewel,Norwegian Jewel,2022,11,08
23/09/2022,New Found Glory,,Sloss Furnaces,,Historical Artist Entry,The Fans,N,,,23/09/2022Sloss Furnaces,Sloss Furnaces,2022,09,23
11/09/2022,New Found Glory,,Virginia International Raceway,,Historical Artist Entry,The Fans,N,,,11/09/2022Virginia International Raceway,Virginia International Raceway,2022,09,11
10/09/2022,New Found Glory,,Riverbend Music Center,,Historical Artist Entry,The Fans,N,,,10/09/2022Riverbend Music Center,Riverbend Music Center,2022,09,10
09/09/2022,New Found Glory,,Town Ballroom,,Historical Artist Entry,The Fans,N,,,09/09/2022Town Ballroom,Town Ballroom,2022,09,09
08/09/2022,New Found Glory,,The Stone Pony,,Historical Artist Entry,The Fans,N,,,08/09/2022The Stone Pony,The Stone Pony,2022,09,08
07/09/2022,New Found Glory,,Brooklyn Bowl Philadelphia,,Historical Artist Entry,The Fans,N,,,07/09/2022Brooklyn Bowl Philadelphia,Brooklyn Bowl Philadelphia,2022,09,07
10/08/2022,New Found Glory,,Paper Tiger,,Historical Artist Entry,The Fans,N,,,10/08/2022Paper Tiger,Paper Tiger,2022,08,10
09/08/2022,New Found Glory,,Emo's,,Historical Artist Entry,The Fans,N,,,09/08/2022Emo's,Emo's,2022,08,09
08/08/2022,New Found Glory,,House of Blues,,Historical Artist Entry,The Fans,N,,,08/08/2022House of Blues,House of Blues,2022,08,08
06/08/2022,New Found Glory,,Marquee Theatre,,Historical Artist Entry,The Fans,N,,,06/08/2022Marquee Theatre,Marquee Theatre,2022,08,06
05/08/2022,New Found Glory,,House of Blues,,Historical Artist Entry,The Fans,N,,,05/08/2022House of Blues,House of Blues,2022,08,05
04/08/2022,New Found Glory,,Riverside Municipal Auditorium,,Historical Artist Entry,The Fans,N,,,04/08/2022Riverside Municipal Auditorium,Riverside Municipal Auditorium,2022,08,04
03/08/2022,New Found Glory,,Brooklyn Bowl,,Historical Artist Entry,The Fans,N,,,03/08/2022Brooklyn Bowl,Brooklyn Bowl,2022,08,03
02/08/2022,New Found Glory,,The Observatory North Park,,Historical Artist Entry,The Fans,N,,,02/08/2022The Observatory North Park,The Observatory North Park,2022,08,02
