Date,Band,Notable Support,Venue,Price,Comments,Went With,Festival?,Festival Lineups,Photos,Journal Key,OfficialVenue,Year,Month,Day
07/12/2025,Weezer,,Brisbane Showgrounds,,Historical Artist Entry,The Fans,N,,,07/12/2025Brisbane Showgrounds,Brisbane Showgrounds,2025,12,07
06/12/2025,Weezer,,ENGIE Stadium,,Historical Artist Entry,The Fans,N,,,06/12/2025ENGIE Stadium,ENGIE Stadium,2025,12,06
05/12/2025,Weezer,,Flemington Racecourse,,Historical Artist Entry,The Fans,N,,,05/12/2025Flemington Racecourse,Flemington Racecourse,2025,12,05
16/11/2025,Weezer,,Autódromo Hermanos Rodríguez,,Historical Artist Entry,The Fans,N,,,16/11/2025Autódromo Hermanos Rodríguez,Autódromo Hermanos Rodríguez,2025,11,16
07/11/2025,Weezer,,Ciudad Empresarial,,Historical Artist Entry,The Fans,N,,,07/11/2025Ciudad Empresarial,Ciudad Empresarial,2025,11,07
05/11/2025,Weezer,,Movistar Arena,,Historical Artist Entry,The Fans,N,,,05/11/2025Movistar Arena,Movistar Arena,2025,11,05
02/11/2025,Weezer,,Parque do Ibirapuera,,Historical Artist Entry,The Fans,N,,,02/11/2025Parque do Ibirapuera,Parque do Ibirapuera,2025,11,02
19/10/2025,Weezer,,Las Vegas Festival Grounds,,Historical Artist Entry,The Fans,N,,,19/10/2025Las Vegas Festival Grounds,Las Vegas Festival Grounds,2025,10,19
18/10/2025,Weezer,,Las Vegas Festival Grounds,,Historical Artist Entry,The Fans,N,,,18/10/2025Las Vegas Festival Grounds,Las Vegas Festival Grounds,2025,10,18
28/09/2025,Weezer,,Ocean City Inlet Beach,,Historical Artist Entry,The Fans,N,,,28/09/2025Ocean City Inlet Beach,Ocean City Inlet Beach,2025,09,28
20/09/2025,Weezer,,Douglass Park,,Historical Artist Entry,The Fans,N,,,20/09/2025Douglass Park,Douglass Park,2025,09,20
10/09/2025,Weezer,,MGM Music Hall at Fenway,,Historical Artist Entry,The Fans,N,,,10/09/2025MGM Music Hall at Fenway,MGM Music Hall at Fenway,2025,09,10
30/08/2025,Weezer,,"Fountain Stage, Seattle Center",,Historical Artist Entry,The Fans,N,,,"30/08/2025Fountain Stage, Seattle Center","Fountain Stage, Seattle Center",2025,08,30
20/07/2025,Weezer,,Harrah's Stir Cove,,Historical Artist Entry,The Fans,N,,,20/07/2025Harrah's Stir Cove,Harrah's Stir Cove,2025,07,20
19/07/2025,Weezer,,Harriet Island Regional Park,,Historical Artist Entry,The Fans,N,,,19/07/2025Harriet Island Regional Park,Harriet Island Regional Park,2025,07,19
12/07/2025,Weezer,,Edmonton Exhibition Lands Racetrack Infield,,Historical Artist Entry,The Fans,N,,,12/07/2025Edmonton Exhibition Lands Racetrack Infield,Edmonton Exhibition Lands Racetrack Infield,2025,07,12
10/07/2025,Weezer,,Iberdrola Music,,Historical Artist Entry,The Fans,N,,,10/07/2025Iberdrola Music,Iberdrola Music,2025,07,10
09/07/2025,Weezer,,Razzmatazz,,Historical Artist Entry,The Fans,N,,,09/07/2025Razzmatazz,Razzmatazz,2025,07,09
06/07/2025,Weezer,,Le Zénith,,Historical Artist Entry,The Fans,N,,,06/07/2025Le Zénith,Le Zénith,2025,07,06
04/07/2025,Weezer,,Main Stage,,Historical Artist Entry,The Fans,N,,,04/07/2025Main Stage,Main Stage,2025,07,04
02/07/2025,Weezer,,Trinity College Dublin,,Historical Artist Entry,The Fans,N,,,02/07/2025Trinity College Dublin,Trinity College Dublin,2025,07,02
30/06/2025,Weezer,,The Piece Hall,,Historical Artist Entry,The Fans,N,,,30/06/2025The Piece Hall,The Piece Hall,2025,06,30
29/06/2025,Weezer,,Crystal Palace Park,,Historical Artist Entry,The Fans,N,,,29/06/2025Crystal Palace Park,Crystal Palace Park,2025,06,29
28/06/2025,Weezer,,Worthy Farm,,Historical Artist Entry,The Fans,N,,,28/06/2025Worthy Farm,Worthy Farm,2025,06,28
26/06/2025,Weezer,,Ekebergsletta,,Historical Artist Entry,The Fans,N,,,26/06/2025Ekebergsletta,Ekebergsletta,2025,06,26
24/06/2025,Weezer,,Gärdet,,Historical Artist Entry,The Fans,N,,,24/06/2025Gärdet,Gärdet,2025,06,24
22/06/2025,Weezer,,Store Vega,,Historical Artist Entry,The Fans,N,,,22/06/2025Store Vega,Store Vega,2025,06,22
20/06/2025,Weezer,,Megaland,,Historical Artist Entry,The Fans,N,,,20/06/2025Megaland,Megaland,2025,06,20
19/06/2025,Weezer,,Alsterdorfer Sporthalle,,Historical Artist Entry,The Fans,N,,,19/06/2025Alsterdorfer Sporthalle,Alsterdorfer Sporthalle,2025,06,19
17/06/2025,Weezer,,Halle 622,,Historical Artist Entry,The Fans,N,,,17/06/2025Halle 622,Halle 622,2025,06,17
15/06/2025,Weezer,,Visarno Arena Firenze,,Historical Artist Entry,The Fans,N,,,15/06/2025Visarno Arena Firenze,Visarno Arena Firenze,2025,06,15
13/06/2025,Weezer,,Apex Stage,,Historical Artist Entry,The Fans,N,,,13/06/2025Apex Stage,Apex Stage,2025,06,13
10/06/2025,Weezer,,Columbiahalle,,Historical Artist Entry,The Fans,N,,,10/06/2025Columbiahalle,Columbiahalle,2025,06,10
08/06/2025,Weezer,,Utopia Stage,,Historical Artist Entry,The Fans,N,,,08/06/2025Utopia Stage,Utopia Stage,2025,06,08
06/06/2025,Weezer,,Utopia Stage,,Historical Artist Entry,The Fans,N,,,06/06/2025Utopia Stage,Utopia Stage,2025,06,06
05/06/2025,Weezer,,Eskelunden,,Historical Artist Entry,The Fans,N,,,05/06/2025Eskelunden,Eskelunden,2025,06,05
24/05/2025,Weezer,,Mizner Park Amphitheater,,Historical Artist Entry,The Fans,N,,,24/05/2025Mizner Park Amphitheater,Mizner Park Amphitheater,2025,05,24
17/05/2025,Weezer,,Utah State Fairpark,,Historical Artist Entry,The Fans,N,,,17/05/2025Utah State Fairpark,Utah State Fairpark,2025,05,17
03/05/2025,Weezer,,Uptown,,Historical Artist Entry,The Fans,N,,,03/05/2025Uptown,Uptown,2025,05,03
12/04/2025,Weezer,,Empire Polo Club,,Historical Artist Entry,The Fans,N,,,12/04/2025Empire Polo Club,Empire Polo Club,2025,04,12
08/01/2025,Weezer,,Aichi-ken Geijutsu Gekijou,,Historical Artist Entry,The Fans,N,,,08/01/2025Aichi-ken Geijutsu Gekijou,Aichi-ken Geijutsu Gekijou,2025,01,08
07/01/2025,Weezer,,Zepp Osaka Bayside,,Historical Artist Entry,The Fans,N,,,07/01/2025Zepp Osaka Bayside,Zepp Osaka Bayside,2025,01,07
05/01/2025,Weezer,,Hall 7-8,,Historical Artist Entry,The Fans,N,,,05/01/2025Hall 7-8,Hall 7-8,2025,01,05
13/12/2024,Weezer,,Moon Palace Cancun Resort,,Historical Artist Entry,The Fans,N,,,13/12/2024Moon Palace Cancun Resort,Moon Palace Cancun Resort,2024,12,13
05/12/2024,Weezer,,Las Vegas Festival Grounds,,Historical Artist Entry,The Fans,N,,,05/12/2024Las Vegas Festival Grounds,Las Vegas Festival Grounds,2024,12,05
16/11/2024,Weezer,,Chase Field,,Historical Artist Entry,The Fans,N,,,16/11/2024Chase Field,Chase Field,2024,11,16
12/10/2024,Weezer,,Acrisure Arena,,Historical Artist Entry,The Fans,N,,,12/10/2024Acrisure Arena,Acrisure Arena,2024,10,12
11/10/2024,Weezer,,Intuit Dome,,Historical Artist Entry,The Fans,N,,,11/10/2024Intuit Dome,Intuit Dome,2024,10,11
09/10/2024,Weezer,,Chase Center,,Historical Artist Entry,The Fans,N,,,09/10/2024Chase Center,Chase Center,2024,10,09
08/10/2024,Weezer,,Golden 1 Center,,Historical Artist Entry,The Fans,N,,,08/10/2024Golden 1 Center,Golden 1 Center,2024,10,08
06/10/2024,Weezer,,Moda Center,,Historical Artist Entry,The Fans,N,,,06/10/2024Moda Center,Moda Center,2024,10,06
05/10/2024,Weezer,,Rogers Arena,,Historical Artist Entry,The Fans,N,,,05/10/2024Rogers Arena,Rogers Arena,2024,10,05
04/10/2024,Weezer,,Climate Pledge Arena,,Historical Artist Entry,The Fans,N,,,04/10/2024Climate Pledge Arena,Climate Pledge Arena,2024,10,04
01/10/2024,Weezer,,Blue Arena,,Historical Artist Entry,The Fans,N,,,01/10/2024Blue Arena,Blue Arena,2024,10,01
29/09/2024,Weezer,,American Airlines Center,,Historical Artist Entry,The Fans,N,,,29/09/2024American Airlines Center,American Airlines Center,2024,09,29
28/09/2024,Weezer,,Toyota Center,,Historical Artist Entry,The Fans,N,,,28/09/2024Toyota Center,Toyota Center,2024,09,28
27/09/2024,Weezer,,Moody Center,,Historical Artist Entry,The Fans,N,,,27/09/2024Moody Center,Moody Center,2024,09,27
21/09/2024,Weezer,,Hard Rock Live,,Historical Artist Entry,The Fans,N,,,21/09/2024Hard Rock Live,Hard Rock Live,2024,09,21
20/09/2024,Weezer,,Kia Center,,Historical Artist Entry,The Fans,N,,,20/09/2024Kia Center,Kia Center,2024,09,20
18/09/2024,Weezer,,Bon Secours Wellness Arena,,Historical Artist Entry,The Fans,N,,,18/09/2024Bon Secours Wellness Arena,Bon Secours Wellness Arena,2024,09,18
17/09/2024,Weezer,,Bridgestone Arena,,Historical Artist Entry,The Fans,N,,,17/09/2024Bridgestone Arena,Bridgestone Arena,2024,09,17
15/09/2024,Weezer,,The Anthem,,Historical Artist Entry,The Fans,N,,,15/09/2024The Anthem,The Anthem,2024,09,15
14/09/2024,Weezer,,The Anthem,,Historical Artist Entry,The Fans,N,,,14/09/2024The Anthem,The Anthem,2024,09,14
13/09/2024,Weezer,,Wells Fargo Center,,Historical Artist Entry,The Fans,N,,,13/09/2024Wells Fargo Center,Wells Fargo Center,2024,09,13
11/09/2024,Weezer,,Madison Square Garden,,Historical Artist Entry,The Fans,N,,,11/09/2024Madison Square Garden,Madison Square Garden,2024,09,11
10/09/2024,Weezer,,TD Garden,,Historical Artist Entry,The Fans,N,,,10/09/2024TD Garden,TD Garden,2024,09,10
08/09/2024,Weezer,,Scotiabank Arena,,Historical Artist Entry,The Fans,N,,,08/09/2024Scotiabank Arena,Scotiabank Arena,2024,09,08
07/09/2024,Weezer,,Nationwide Arena,,Historical Artist Entry,The Fans,N,,,07/09/2024Nationwide Arena,Nationwide Arena,2024,09,07
06/09/2024,Weezer,,Allstate Arena,,Historical Artist Entry,The Fans,N,,,06/09/2024Allstate Arena,Allstate Arena,2024,09,06
04/09/2024,Weezer,,Xcel Energy Center,,Historical Artist Entry,The Fans,N,,,04/09/2024Xcel Energy Center,Xcel Energy Center,2024,09,04
24/06/2024,Weezer,,Budweiser Stage,,Historical Artist Entry,The Fans,N,,,24/06/2024Budweiser Stage,Budweiser Stage,2024,06,24
14/06/2024,Weezer,,Cardiff Castle,,Historical Artist Entry,The Fans,N,,,14/06/2024Cardiff Castle,Cardiff Castle,2024,06,14
13/06/2024,Weezer,,Co-op Live,,Historical Artist Entry,The Fans,N,,,13/06/2024Co-op Live,Co-op Live,2024,06,13
12/06/2024,Weezer,,The OVO Hydro,,Historical Artist Entry,The Fans,N,,,12/06/2024The OVO Hydro,The OVO Hydro,2024,06,12
10/06/2024,Weezer,,3Arena,,Historical Artist Entry,The Fans,N,,,10/06/20243Arena,3Arena,2024,06,10
08/06/2024,Weezer,,The O2 Arena,,Historical Artist Entry,The Fans,N,,,08/06/2024The O2 Arena,The O2 Arena,2024,06,08
07/06/2024,Weezer,,Utilita Arena Birmingham,,Historical Artist Entry,The Fans,N,,,07/06/2024Utilita Arena Birmingham,Utilita Arena Birmingham,2024,06,07
01/06/2024,Weezer,,Naval Base San Diego,,Historical Artist Entry,The Fans,N,,,01/06/2024Naval Base San Diego,Naval Base San Diego,2024,06,01
13/05/2024,Weezer,,Spotify Studios,,Historical Artist Entry,The Fans,N,,,13/05/2024Spotify Studios,Spotify Studios,2024,05,13
11/05/2024,Weezer,,Embarcadero Marina Park North,,Historical Artist Entry,The Fans,N,,,11/05/2024Embarcadero Marina Park North,Embarcadero Marina Park North,2024,05,11
08/05/2024,Weezer,,John Mulaney Presents: Everybody's in L.A.,,Historical Artist Entry,The Fans,N,,,08/05/2024John Mulaney Presents: Everybody's in L.A.,John Mulaney Presents: Everybody's in L.A.,2024,05,08
04/05/2024,Weezer,,Central Park,,Historical Artist Entry,The Fans,N,,,04/05/2024Central Park,Central Park,2024,05,04
29/04/2024,Weezer,,Constellation Room,,Historical Artist Entry,The Fans,N,,,29/04/2024Constellation Room,Constellation Room,2024,04,29
11/04/2024,Weezer,,The Kelly Clarkson Show,,Historical Artist Entry,The Fans,N,,,11/04/2024The Kelly Clarkson Show,The Kelly Clarkson Show,2024,04,11
15/03/2024,Weezer,,Lodge Room,,Historical Artist Entry,The Fans,N,,,15/03/2024Lodge Room,Lodge Room,2024,03,15
09/01/2024,Weezer,,Zouk,,Historical Artist Entry,The Fans,N,,,09/01/2024Zouk,Zouk,2024,01,09
29/12/2023,Weezer,,Choctaw Grand Theater,,Historical Artist Entry,The Fans,N,,,29/12/2023Choctaw Grand Theater,Choctaw Grand Theater,2023,12,29
11/10/2023,Weezer,,The Star Theatre,,Historical Artist Entry,The Fans,N,,,11/10/2023The Star Theatre,The Star Theatre,2023,10,11
08/10/2023,Weezer,,Brisbane Entertainment Centre,,Historical Artist Entry,The Fans,N,,,08/10/2023Brisbane Entertainment Centre,Brisbane Entertainment Centre,2023,10,08
07/10/2023,Weezer,,Accor Stadium,,Historical Artist Entry,The Fans,N,,,07/10/2023Accor Stadium,Accor Stadium,2023,10,07
06/10/2023,Weezer,,John Cain Arena,,Historical Artist Entry,The Fans,N,,,06/10/2023John Cain Arena,John Cain Arena,2023,10,06
01/10/2023,Weezer,,Ocean City Inlet Beach,,Historical Artist Entry,The Fans,N,,,01/10/2023Ocean City Inlet Beach,Ocean City Inlet Beach,2023,10,01
21/09/2023,Weezer,,Highland Festival Grounds at the Kentucky Expo Center,,Historical Artist Entry,The Fans,N,,,21/09/2023Highland Festival Grounds at the Kentucky Expo Center,Highland Festival Grounds at the Kentucky Expo Center,2023,09,21
19/09/2023,Weezer,,Delta Center,,Historical Artist Entry,The Fans,N,,,19/09/2023Delta Center,Delta Center,2023,09,19
17/09/2023,Weezer,,Asbury Park Oceanfront,,Historical Artist Entry,The Fans,N,,,17/09/2023Asbury Park Oceanfront,Asbury Park Oceanfront,2023,09,17
03/09/2023,Weezer,,Gallagher Square,,Historical Artist Entry,The Fans,N,,,03/09/2023Gallagher Square,Gallagher Square,2023,09,03
02/09/2023,Weezer,,FivePoint Amphitheatre,,Historical Artist Entry,The Fans,N,,,02/09/2023FivePoint Amphitheatre,FivePoint Amphitheatre,2023,09,02
01/09/2023,Weezer,,Bakkt Theater,,Historical Artist Entry,The Fans,N,,,01/09/2023Bakkt Theater,Bakkt Theater,2023,09,01
30/08/2023,Weezer,,Arizona Financial Theatre,,Historical Artist Entry,The Fans,N,,,30/08/2023Arizona Financial Theatre,Arizona Financial Theatre,2023,08,30
28/08/2023,Weezer,,Fiddler's Green Amphitheatre,,Historical Artist Entry,The Fans,N,,,28/08/2023Fiddler's Green Amphitheatre,Fiddler's Green Amphitheatre,2023,08,28
27/08/2023,Weezer,,Saltair,,Historical Artist Entry,The Fans,N,,,27/08/2023Saltair,Saltair,2023,08,27
26/08/2023,Weezer,,Hillcrest Country Club,,Historical Artist Entry,The Fans,N,,,26/08/2023Hillcrest Country Club,Hillcrest Country Club,2023,08,26
24/08/2023,Weezer,,William Randolph Hearst Greek Theatre,,Historical Artist Entry,The Fans,N,,,24/08/2023William Randolph Hearst Greek Theatre,William Randolph Hearst Greek Theatre,2023,08,24
22/08/2023,Weezer,,Hayden Homes Amphitheater,,Historical Artist Entry,The Fans,N,,,22/08/2023Hayden Homes Amphitheater,Hayden Homes Amphitheater,2023,08,22
20/08/2023,Weezer,,White River Amphitheatre,,Historical Artist Entry,The Fans,N,,,20/08/2023White River Amphitheatre,White River Amphitheatre,2023,08,20
19/08/2023,Weezer,,Ambleside Park,,Historical Artist Entry,The Fans,N,,,19/08/2023Ambleside Park,Ambleside Park,2023,08,19
02/08/2023,Weezer,,Zepp DiverCity (TOKYO),,Historical Artist Entry,The Fans,N,,,02/08/2023Zepp DiverCity (TOKYO),Zepp DiverCity (TOKYO),2023,08,02
01/08/2023,Weezer,,Zepp Osaka Bayside,,Historical Artist Entry,The Fans,N,,,01/08/2023Zepp Osaka Bayside,Zepp Osaka Bayside,2023,08,01
30/07/2023,Weezer,,WHITE STAGE,,Historical Artist Entry,The Fans,N,,,30/07/2023WHITE STAGE,WHITE STAGE,2023,07,30
13/07/2023,Weezer,,Forest Hills Stadium,,Historical Artist Entry,The Fans,N,,,13/07/2023Forest Hills Stadium,Forest Hills Stadium,2023,07,13
11/07/2023,Weezer,,Stage AE,,Historical Artist Entry,The Fans,N,,,11/07/2023Stage AE,Stage AE,2023,07,11
09/07/2023,Weezer,,Hard Rock Live,,Historical Artist Entry,The Fans,N,,,09/07/2023Hard Rock Live,Hard Rock Live,2023,07,09
07/07/2023,Weezer,,LeBreton Flats Park,,Historical Artist Entry,The Fans,N,,,07/07/2023LeBreton Flats Park,LeBreton Flats Park,2023,07,07
06/07/2023,Weezer,,Plaines d'Abraham,,Historical Artist Entry,The Fans,N,,,06/07/2023Plaines d'Abraham,Plaines d'Abraham,2023,07,06
04/07/2023,Weezer,,Budweiser Stage,,Historical Artist Entry,The Fans,N,,,04/07/2023Budweiser Stage,Budweiser Stage,2023,07,04
03/07/2023,Weezer,,Constellation Brands – Marvin Sands Performing Arts Center,,Historical Artist Entry,The Fans,N,,,03/07/2023Constellation Brands – Marvin Sands Performing Arts Center,Constellation Brands – Marvin Sands Performing Arts Center,2023,07,03
01/07/2023,Weezer,,The Palladium Outdoors,,Historical Artist Entry,The Fans,N,,,01/07/2023The Palladium Outdoors,The Palladium Outdoors,2023,07,01
30/06/2023,Weezer,,Maine Savings Amphitheater,,Historical Artist Entry,The Fans,N,,,30/06/2023Maine Savings Amphitheater,Maine Savings Amphitheater,2023,06,30
28/06/2023,Weezer,,Hartford HealthCare Amphitheater,,Historical Artist Entry,The Fans,N,,,28/06/2023Hartford HealthCare Amphitheater,Hartford HealthCare Amphitheater,2023,06,28
27/06/2023,Weezer,,TD Pavilion at the Mann,,Historical Artist Entry,The Fans,N,,,27/06/2023TD Pavilion at the Mann,TD Pavilion at the Mann,2023,06,27
25/06/2023,Weezer,,Ameris Bank Amphitheatre,,Historical Artist Entry,The Fans,N,,,25/06/2023Ameris Bank Amphitheatre,Ameris Bank Amphitheatre,2023,06,25
24/06/2023,Weezer,,PNC Music Pavilion,,Historical Artist Entry,The Fans,N,,,24/06/2023PNC Music Pavilion,PNC Music Pavilion,2023,06,24
23/06/2023,Weezer,,Merriweather Post Pavilion,,Historical Artist Entry,The Fans,N,,,23/06/2023Merriweather Post Pavilion,Merriweather Post Pavilion,2023,06,23
18/06/2023,Weezer,,Pine Knob Music Theatre,,Historical Artist Entry,The Fans,N,,,18/06/2023Pine Knob Music Theatre,Pine Knob Music Theatre,2023,06,18
17/06/2023,Weezer,,Garfield Park,,Historical Artist Entry,The Fans,N,,,17/06/2023Garfield Park,Garfield Park,2023,06,17
16/06/2023,Weezer,,Blossom Music Center,,Historical Artist Entry,The Fans,N,,,16/06/2023Blossom Music Center,Blossom Music Center,2023,06,16
14/06/2023,Weezer,,Breese Stevens Field,,Historical Artist Entry,The Fans,N,,,14/06/2023Breese Stevens Field,Breese Stevens Field,2023,06,14
13/06/2023,Weezer,,Minneapolis Armory,,Historical Artist Entry,The Fans,N,,,13/06/2023Minneapolis Armory,Minneapolis Armory,2023,06,13
11/06/2023,Weezer,,Azura Amphitheater,,Historical Artist Entry,The Fans,N,,,11/06/2023Azura Amphitheater,Azura Amphitheater,2023,06,11
10/06/2023,Weezer,,The Zoo Amphitheatre,,Historical Artist Entry,The Fans,N,,,10/06/2023The Zoo Amphitheatre,The Zoo Amphitheatre,2023,06,10
08/06/2023,Weezer,,Germania Insurance Amphitheater,,Historical Artist Entry,The Fans,N,,,08/06/2023Germania Insurance Amphitheater,Germania Insurance Amphitheater,2023,06,08
06/06/2023,Weezer,,The Pavilion at Toyota Music Factory,,Historical Artist Entry,The Fans,N,,,06/06/2023The Pavilion at Toyota Music Factory,The Pavilion at Toyota Music Factory,2023,06,06
04/06/2023,Weezer,,The Orion Amphitheater,,Historical Artist Entry,The Fans,N,,,04/06/2023The Orion Amphitheater,The Orion Amphitheater,2023,06,04
03/06/2023,Weezer,,The Red Mile,,Historical Artist Entry,The Fans,N,,,03/06/2023The Red Mile,The Red Mile,2023,06,03
17/05/2023,Weezer,,Paramount Studios,,Historical Artist Entry,The Fans,N,,,17/05/2023Paramount Studios,Paramount Studios,2023,05,17
24/04/2023,Weezer,,The Glass House,,Historical Artist Entry,The Fans,N,,,24/04/2023The Glass House,The Glass House,2023,04,24
05/04/2023,Weezer,,Walt Disney World Swan and Dolphin,,Historical Artist Entry,The Fans,N,,,05/04/2023Walt Disney World Swan and Dolphin,Walt Disney World Swan and Dolphin,2023,04,05
18/03/2023,Weezer,,Raymond James Stadium Grounds,,Historical Artist Entry,The Fans,N,,,18/03/2023Raymond James Stadium Grounds,Raymond James Stadium Grounds,2023,03,18
15/03/2023,Weezer,,The Roxy,,Historical Artist Entry,The Fans,N,,,15/03/2023The Roxy,The Roxy,2023,03,15
27/02/2023,Weezer,,Pasadena Civic Auditorium,,Historical Artist Entry,The Fans,N,,,27/02/2023Pasadena Civic Auditorium,Pasadena Civic Auditorium,2023,02,27
25/02/2023,Weezer,,Home Plate Stage,,Historical Artist Entry,The Fans,N,,,25/02/2023Home Plate Stage,Home Plate Stage,2023,02,25
08/02/2023,Weezer,,Dolby Theatre,,Historical Artist Entry,The Fans,N,,,08/02/2023Dolby Theatre,Dolby Theatre,2023,02,08
27/01/2023,Weezer,,Gilley's Dallas,,Historical Artist Entry,The Fans,N,,,27/01/2023Gilley's Dallas,Gilley's Dallas,2023,01,27
29/11/2022,Weezer,,Peninsula Nusa Dua,,Historical Artist Entry,The Fans,N,,,29/11/2022Peninsula Nusa Dua,Peninsula Nusa Dua,2022,11,29
26/11/2022,Weezer,,Allianz Ecopark,,Historical Artist Entry,The Fans,N,,,26/11/2022Allianz Ecopark,Allianz Ecopark,2022,11,26
22/10/2022,Weezer,,Hollywood Bowl,,Historical Artist Entry,The Fans,N,,,22/10/2022Hollywood Bowl,Hollywood Bowl,2022,10,22
11/10/2022,Weezer,,Allegiant Stadium,,Historical Artist Entry,The Fans,N,,,11/10/2022Allegiant Stadium,Allegiant Stadium,2022,10,11
23/09/2022,Weezer,,The Woodlands of Dover International Speedway,,Historical Artist Entry,The Fans,N,,,23/09/2022The Woodlands of Dover International Speedway,The Woodlands of Dover International Speedway,2022,09,23
21/09/2022,Weezer,,Jimmy Kimmel Live,,Historical Artist Entry,The Fans,N,,,21/09/2022Jimmy Kimmel Live,Jimmy Kimmel Live,2022,09,21
19/09/2022,Weezer,,Troubadour,,Historical Artist Entry,The Fans,N,,,19/09/2022Troubadour,Troubadour,2022,09,19
07/08/2022,Weezer,,Golden Gate Park,,Historical Artist Entry,The Fans,N,,,07/08/2022Golden Gate Park,Golden Gate Park,2022,08,07
02/07/2022,Weezer,,Paris La Défense Arena,,Historical Artist Entry,The Fans,N,,,02/07/2022Paris La Défense Arena,Paris La Défense Arena,2022,07,02
29/06/2022,Weezer,,Bellahouston Park,,Historical Artist Entry,The Fans,N,,,29/06/2022Bellahouston Park,Bellahouston Park,2022,06,29
27/06/2022,Weezer,,Marlay Park,,Historical Artist Entry,The Fans,N,,,27/06/2022Marlay Park,Marlay Park,2022,06,27
25/06/2022,Weezer,,The John Smith's Stadium,,Historical Artist Entry,The Fans,N,,,25/06/2022The John Smith's Stadium,The John Smith's Stadium,2022,06,25
24/06/2022,Weezer,,London Stadium,,Historical Artist Entry,The Fans,N,,,24/06/2022London Stadium,London Stadium,2022,06,24
22/06/2022,Weezer,,Stadspark,,Historical Artist Entry,The Fans,N,,,22/06/2022Stadspark,Stadspark,2022,06,22
21/06/2022,Weezer,,Sportpaleis,,Historical Artist Entry,The Fans,N,,,21/06/2022Sportpaleis,Sportpaleis,2022,06,21
19/06/2022,Weezer,,Ernst Happel Stadion,,Historical Artist Entry,The Fans,N,,,19/06/2022Ernst Happel Stadion,Ernst Happel Stadion,2022,06,19
18/06/2022,Weezer,,Festivalpark,,Historical Artist Entry,The Fans,N,,,18/06/2022Festivalpark,Festivalpark,2022,06,18
16/06/2022,Weezer,,Visarno Arena Firenze,,Historical Artist Entry,The Fans,N,,,16/06/2022Visarno Arena Firenze,Visarno Arena Firenze,2022,06,16
15/06/2022,Weezer,,Ippodromo Snai La Maura,,Historical Artist Entry,The Fans,N,,,15/06/2022Ippodromo Snai La Maura,Ippodromo Snai La Maura,2022,06,15
11/06/2022,Weezer,,Tele2 Arena,,Historical Artist Entry,The Fans,N,,,11/06/2022Tele2 Arena,Tele2 Arena,2022,06,11
09/06/2022,Weezer,,Color Line Stadion,,Historical Artist Entry,The Fans,N,,,09/06/2022Color Line Stadion,Color Line Stadion,2022,06,09
04/06/2022,Weezer,,Zeppelinfeld,,Historical Artist Entry,The Fans,N,,,04/06/2022Zeppelinfeld,Zeppelinfeld,2022,06,04
03/06/2022,Weezer,,Utopia Stage,,Historical Artist Entry,The Fans,N,,,03/06/2022Utopia Stage,Utopia Stage,2022,06,03
01/06/2022,Weezer,,Parkbühne Wuhlheide,,Historical Artist Entry,The Fans,N,,,01/06/2022Parkbühne Wuhlheide,Parkbühne Wuhlheide,2022,06,01
29/05/2022,Weezer,,Harvard Athletic Complex,,Historical Artist Entry,The Fans,N,,,29/05/2022Harvard Athletic Complex,Harvard Athletic Complex,2022,05,29
24/05/2022,Weezer,,Gaylord Palms Resort & Convention Center,,Historical Artist Entry,The Fans,N,,,24/05/2022Gaylord Palms Resort & Convention Center,Gaylord Palms Resort & Convention Center,2022,05,24
13/05/2022,Weezer,,Redondo Beach Pier,,Historical Artist Entry,The Fans,N,,,13/05/2022Redondo Beach Pier,Redondo Beach Pier,2022,05,13
04/05/2022,Weezer,,Venetian Hotel & Casino,,Historical Artist Entry,The Fans,N,,,04/05/2022Venetian Hotel & Casino,Venetian Hotel & Casino,2022,05,04
03/05/2022,Weezer,,Byline Bank Aragon Ballroom,,Historical Artist Entry,The Fans,N,,,03/05/2022Byline Bank Aragon Ballroom,Byline Bank Aragon Ballroom,2022,05,03
01/05/2022,Weezer,,Fairgrounds in Liberty Park,,Historical Artist Entry,The Fans,N,,,01/05/2022Fairgrounds in Liberty Park,Fairgrounds in Liberty Park,2022,05,01
28/04/2022,Weezer,,Draft Theater,,Historical Artist Entry,The Fans,N,,,28/04/2022Draft Theater,Draft Theater,2022,04,28
21/03/2022,Weezer,,Jimmy Kimmel Live,,Historical Artist Entry,The Fans,N,,,21/03/2022Jimmy Kimmel Live,Jimmy Kimmel Live,2022,03,21
05/01/2022,Weezer,,Toshiba Plaza,,Historical Artist Entry,The Fans,N,,,05/01/2022Toshiba Plaza,Toshiba Plaza,2022,01,05
16/12/2021,Weezer,,Moon Palace Cancun Resort,,Historical Artist Entry,The Fans,N,,,16/12/2021Moon Palace Cancun Resort,Moon Palace Cancun Resort,2021,12,16
11/12/2021,Weezer,,Mesa Amphitheatre,,Historical Artist Entry,The Fans,N,,,11/12/2021Mesa Amphitheatre,Mesa Amphitheatre,2021,12,11
05/12/2021,Weezer,,Fort Lauderdale Beach Park,,Historical Artist Entry,The Fans,N,,,05/12/2021Fort Lauderdale Beach Park,Fort Lauderdale Beach Park,2021,12,05
